id,preco
13518783164498355150900635905895481162,70573.81
299896161723793383246777788797566040330,72281.945
316180649972302128246133616457018378621,232876.81
222527157104148385909188217274642813298,111790.836
160460343059850745858546502614838368036,92226.34
262727202368986244371977784343233436999,68924.77
254093764205800086330999281077926851120,121645.016
26118184613036116787803832945215674478,208043.89
216524630140335566712794225427064313,210762.4
185631381169816366226494379020452029389,236018.14
193325654448132563278364141820152041311,150873.67
238917637717691361625086479663492481749,89476.09
55430829679256880238551444522175018156,107018.72
215317645068876070368783807654911699750,235392.8
81597227204971961501733390453078413740,192180.83
144896666825908872755051834814298387194,75252.49
184599608599423525451999366981389806783,186440.25
332523842755767369964829329030378044388,122555.24
115343777354602647202140618045743635008,193205.88
20757170217235469489036110086071917277,99993.09
185526399598537813925895625787601650168,89851.13
60658042813489826886245400795986219027,81492.914
252469656136469704862465423825396909961,256006.25
144289133420257677937750963126363910239,57463.992
286704706212186527658783613441315754259,127415.53
104788498292328609834480593297039083847,64065.496
83091551517048057678460117003997132666,256122.02
253819240599250454081144283787356606601,63522.82
47552100267769170589122325402191982347,149981.78
143932540867090135955180920741784357244,163849.94
196345985565471044954698780677909306202,253625.25
244792708737468723430839923035345593106,61895.938
84589940414664494482357035061818012137,88563.22
272199586960887794853261858460695880945,129537.74
49959439507026713714422386346459644032,78043.48
281026519311657672970881937258693325762,39750.465
93074564150014753673961081882123830374,213830.66
26728401390792884431172378844166640182,283682.97
188211565885838356078706489204052877949,55366.293
72487946181948797581370306862646034491,109688.625
228864048115975611203958077134700148633,133884.05
112454259487642510247400972640243226784,143266.83
222663295482952330188872827964862490542,60461.715
174300102534868734265445704595501072047,88247.305
65616068149477861830943576277231644996,147318.83
12512429268260634755522419284910697215,276097.2
336344009530167442733355949279054127993,44855.766
79522286518792634854353998912967788405,74468.54
82689802293775881487902613650793199776,149981.78
145087209205382180995284342956932775590,74449.79
148379644220249469735831915363404593938,58761.777
81783415914068556337040372580510327746,121622.27
17392005129747944984443660408573750669,79794.4
221003909581330971303914733428302885356,226802.06
32270994133870633595828638411924379558,122555.24
44743423162474884539743903954385097896,138876.34
256739781367016694034266877805520625472,239380.8
102069821313289958956134954896763391138,153960.34
295239204594155572903470420706758961711,80381.36
217043924033496343963491521400562422856,101478.21
230630223901851276472648163541398202700,80123.97
228794583325189840821498523768389390979,68306.33
226883211751919793077312253417502568887,121773.15
178727794896076301413017290746899811351,60567.094
233324434070255280697734700180958891999,111627.836
120196782885257163651164953359063822616,38952.71
307587965035124177469706843302286678852,107359.22
147918433942232310306879997092064646229,59268.59
322862357217576382174561616320866894896,158321.73
239523402888574028389406143855331971634,341459.38
113509983214540261664688743850173663995,82675.89
109891169875096641331353504149265117244,149705.42
14047284765259674200352849951505593080,152543.4
185048785858081984334746723407963750558,151791.84
233408161489868303803711823496315975517,36271.44
271868823659695867806389462405507434039,156760.72
234266752075173490649523075655294035700,100866.875
135193714861901808768224625797727405125,75858.11
65383514239248595231552479759479421653,115158.33
763500554236946546082152173974002095,81093.19
263071556455718053803505933844459615897,107953.98
251187863725990533753089128740859478739,50580.85
254288424794027625207128200628830798586,270362.2
286319605986498380547161295324785273852,142271.0
18156444762146185587945140921021289232,104603.86
132399590521100913284690334248594447552,66662.13
103484450878268999171337512911053865440,295827.9
3912270241651523146374566983699340012,284034.88
289442719100949424990356122406061188257,93001.1
78107569099680024366542029001316825040,86356.68
35630579392702895703343792092821020757,117842.92
180495442974534219664033650975071179678,135336.6
310808003231123687601982759789167595573,90079.19
281412885789869246852489114984059535931,101168.02
115834922999693545296191213987693964898,92362.42
5731801982113473737231393645963779999,104243.65
256716164818036322373140286568690396129,165782.14
287091925155434474451326927701130603179,140868.8
34260218896401614964439670738816901101,80974.336
129711525134942617432200032446355408594,80801.234
63813447393601008165654825811986411111,73488.1
233957718806307342910872106898233148735,114973.414
138508589382193076883186189654019084427,126337.33
171762617476835661595108367117122969376,75056.12
7122736344425113322294078330615663312,60230.535
32931879047335602142815671990698948947,49739.664
230483121396274655509988841957998046697,121974.12
315766672381283490639653109260892751611,207240.72
301104161774368724925476221283740970391,55140.023
227510606246395701960366267332503216714,70569.1
228659121972304442863099815886729581779,116387.39
68086809059173658965599732460689150208,192190.92
169041392389609942283143480484429958744,57954.97
149581053128777628511664656027161538796,77778.516
66252420228989686258481184814476626799,236223.3
262859967351480229982146627310415934358,115595.81
317829998963593347122303395131613360494,87009.59
24887841704125448157191892411715521315,186786.92
230199425899098091542244974035896211783,97181.62
74011957647759301081569160773746930781,262129.27
144733803448319336946178686862337261379,96221.68
142405383752199423425786993458884627343,96440.98
173324636074769296529189625730653285809,100866.875
155561347177954121142041908188975524664,120905.266
86026435063413102427450773798842306387,99808.84
229257356284378921190587377871031567334,46206.035
249214025842220849314985638373204146912,71828.08
83473208885390680674963932777363338591,116145.9
180580369832354477560560602690825188300,73490.42
259490022068441742630539072459542535148,130251.27
120796267956232721185119513957760631683,183737.52
241430542672617103205615601633306372934,336629.4
53091847780640456849632756954612576434,102336.26
171977066567630375608946040261692762526,226799.67
201914625874463660453645362442088079106,118677.05
84059384063449374632880341259583908854,140596.33
328387208591072585760315241990965355447,246324.23
17154426494022331794126934878064958948,256664.83
192000139416378047888346422176422040661,74755.8
180081646479210699334128198669796160399,289650.22
253986101323166575416961447245174692901,62272.38
82036269311688064017582673374303244526,124017.625
333919908274208141229966147873771212013,133498.89
313704772228414954684896419439906454998,108912.695
215781134391040786413193932814799270790,79627.53
323576127340260635108064420738794619615,203556.62
21266736316299428255003871822385501006,69459.99
186277892327196401769009247007141845185,256122.02
118653739393882803347822121960128540090,74449.79
178402222675267324741137977644713188119,112618.64
14111625130403982018582213981963028060,275407.66
325687469192316037825715120219693138391,152580.08
338873463459304189674358773507615464140,62271.43
245440709240117885881946071499467553000,135294.16
3992284778362807624983933766586748960,93433.695
177917688273646190120585781998870609412,110184.65
307183333739200840624177841605072041043,87696.945
335470794133402209198153397416379022899,123582.086
203204241445015520264242319199812317633,74449.79
134385257647410245621873088337082618012,113342.05
6540687257921476537365937337199234069,248567.22
203239807831030319375520809440266391745,79698.49
39376528018535015868934510381824165952,405998.75
333342898325227485720191018314201595565,133879.97
216088076765437530118227326459456970218,65045.965
294256168413360318515649740566516009388,68302.09
249324748703273289890304775287749567094,139551.3
227934818343215729770705513085856574374,62508.24
157501721120159053919391416852016284295,130876.72
297125857657343693187052534926914461136,74748.875
87136029063634093621956857943240285302,83728.1
199891203388386369979675076525848750178,67815.305
102123055616796056444516517520597098387,95456.49
237512146312820589708317540195709404676,112896.5
30984280450885534059052913279584065254,100244.5
126374200467604593804720277004278327103,78767.96
317466905352534178610659571519473694514,229551.9
52865229602472061804485324233666817912,166213.05
86984224502002234419916772572194051581,133884.05
114416682475133609697441993429731470073,44885.46
49500288896238366923661810598993127844,117686.805
15465172849640768327142827133509494439,190137.23
307334256328869249308029400432335737804,114022.25
228144239113577275448986710580982616029,162444.67
287139027642678210570007827534054265052,197498.67
89914442558408418710315807541943703503,216367.95
157724668439282941424079171387574257679,124875.81
210560980823314089239746782467786021918,139293.62
9533463295747584642161614887871041149,102179.734
36155487406786930325759004510880817087,138507.05
234127326236134497876685668798607764717,75352.74
280305492068078804619353598740914253066,116965.78
206680675239217462017215069720218496509,49834.484
338819821210509135508780606674721178321,81342.67
204709679839831821149432932813402540678,236482.98
90875432458421346470025553495778630510,257961.22
275475573967873268188137718480930488822,235095.33
135798733167447402777119122060701579452,44091.492
16467710364998450246536251528420949308,78540.375
154737869680607241704521619955620605087,293089.7
275775611271881132098534927222118097805,37896.68
60452051161648408770616607730997043495,78731.23
55573982790391311975887758207573440948,124539.48
253718454255114896228371873750181818324,71489.87
314064790115053828119555179443554195527,132045.03
189570492320793832454485868809143337405,239897.28
23825261604921702409641748375342950297,137848.03
202301262511978571352794896695666151810,134821.31
104239568090079872488280748074678202013,277335.94
118155484109908082546418446225943368418,265092.22
255279298803366738058226980815231053100,91926.04
205713080891740291665828451730565250400,70622.15
271567936429803209749917402080660109484,125298.22
83500313040262972087502975096864972395,209919.3
199825580750147224320742424928048221511,115936.41
35503660709160520879029443480036147850,196764.9
136744533749502088151319862288356809373,56595.703
14646148787543855550889731877407837757,369835.34
175456875639756620367724513315924621300,72136.305
171887264709983159676256955690666649895,62616.83
5575201071375003157687971982995539245,265581.1
11124399571277862461246801293141325136,446022.8
278012921215945326618316328031414262851,303110.53
127163062492495403313007757062409704463,47441.598
302695598952433192347337048974293502177,77368.96
339163194157299289931219327984398277845,47714.344
253179630755522290489067862817016603658,137870.25
107540865078806037752380310797439708594,126604.234
202747226890809260721851930190733529606,130803.336
198478944601280023843585927406172044192,123037.84
286842543879735416835221285521231976811,65483.715
143789229725002136498207123538125838974,148077.61
78201854589030752101710975166249263249,140210.3
71539818043384923993008937350352775921,26960.174
123838437268533573587350797170799646707,79114.41
165334355852046750199663818885453553125,202446.16
164847888876547845123316770012937374547,74546.06
101135033363139067389828698436653266246,114222.49
141374361982310778378841790263765631649,53234.883
51501364974414551550325981205185510805,62462.35
333098681727869732356509759583146783243,74745.24
80234378433697420595695125518109986563,78792.22
297673004618655036199009294723374585563,192721.52
204724813217968425232608712280389418541,103102.22
164732854026285442006125485235942552321,127743.67
65445352835611637166375000661944038142,57123.26
125195180397772507627695240202467616668,41346.758
281257928188831742236443910034481673827,131701.31
72760201997291128414816024649253969344,396428.9
144585264635919229685952729581604945954,123582.086
109409243019479710215976616629206450313,146912.1
66976033741316305775253961608283832449,57996.543
115854473798371071480763488769637364279,162235.8
232720943751601322133996644526033346639,121335.66
323041358526122545640238179512661294945,45437.082
189571065590119531459030372972988857152,225556.39
278830396664534453595290082331423099313,83121.55
300984310880819626428136259167264912275,161553.55
173248095429072161014036748849902411499,147811.8
129039911398138055955082870056864208585,122606.68
146454092270544064133929926301811629242,99361.99
129592620248405902350506193046355842071,44468.426
55178716338064917038254616840335174957,117544.58
188552232778524889431723723986535909404,36004.69
68738777473678077230673408625002210423,147105.14
143650065470937114392016771268791037586,63278.727
217143375116427375702730221309107403659,74455.47
285857547045199800914494123990612675859,67901.05
135307513104369620859454296925004799348,105071.664
2903351729996390981740848403629759694,59855.76
235485459871309587269171897031165221213,127559.25
296017386177026941245492297942507209980,471015.3
212929532835870383542328836465070003847,161035.16
44792053188804682010358556072934285054,129333.695
249680012909723910609278828815276571304,190000.38
188132402142981885165263956858864369324,74885.16
243258499219043077613643874357523126764,124952.766
297502384825462058870825265698631506218,288809.5
20484051710416552458362127419414396483,175376.08
253948032676146630057917662989603693686,143364.42
98200588353689152620727029014419954738,77036.83
14122791477208854429014550356804400039,76524.86
208598248089930680140265319653144824605,62857.7
298475622302531653739931464689317637382,210094.94
2588788666534418410890966725724910669,87633.99
9712628666051113562075298365964280298,134435.25
42967026650221222538416328816510604054,91450.625
331810071519527017054662796283672827753,163639.12
285315356430762147444442091168700561658,115364.0
147573383959504740059941130006954501777,104108.84
173651776695050274824006374512756309389,217338.48
22835259108646484176565108425554436078,78784.93
163335522228145786871413464789921268309,148348.42
79580864837697488703994857109875663787,104703.07
18093722071694246612028534734330405579,57095.977
163127155367196180506199396832607404204,286803.38
82699271274473815957784110120006001949,50837.934
119898092235710363179284535290646251139,106474.91
68120108316829053172179957063351984376,201448.34
54499599180823728159929121859469171058,112827.4
63151179630102261748377560506608730501,171200.31
145333654310498724413243546511454058666,112861.52
336202983245746974226373123199424097932,313503.34
80276587309374821603900109141230287582,50541.266
211510309891117464265129987388111667353,117470.96
78028571701435535429546616699600331359,228654.8
113813549074392740531940720784724859923,100542.54
4297685766429111946834915150390189282,112896.5
23624265453284569334580840870468227772,33231.895
40400071986899913450748881177856040087,88688.73
90589443095105813267320082593691880299,34367.094
64930320159540942897278013024377003786,139124.48
319957631812806416896645654922579978210,153380.88
185473026310374331228749448739740100876,109743.04
198280088122233304964566473128626674145,153327.36
291324486703807995327553620926461671907,254771.9
252398412139115738462469940945037485073,121536.94
161513792123050520899783414867921277743,57186.598
133941859718052376156303456844748611253,82450.39
236698763821887412316107271979375660314,118857.03
220897024275644074828713990540418001480,57090.203
125219498777135759021804991213472079499,84896.48
225236262665838913695842569911381819725,92162.86
102867026959240407948863384849717666215,282747.1
334671611250424983149953582105157578426,89248.89
202238857962075377193838528819386294360,72435.766
294826381461538815116698354410337718266,78098.945
134053582412896256417478477747987287732,55983.047
69566145365553240194649203258354537667,98664.38
150522366131828823598206712951808461386,62563.7
72250783403620887886049259732989465968,82662.81
149743770509507373061143632577402033728,70457.74
96337196940644833794308798210198091549,231360.23
